"SECURITIES","ERROR CODE","NUM FLDS","OPT_EXPIRE_DT","OPT_STRIKE_PX","PX_BID","PX_MID","PX_ASK","OPT_PUT_CALL","DAYS_TO_MTY","TODAY_DT","OPT_DAYS_EXPIRE"
"SPX US 01/20/17 C2550 Index",0,9,"01/20/2017",2550.000000  ,0.500000  ,0.600000  ,0.700000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2575 Index",0,9,"01/20/2017",2575.000000  ,0.200000  ,0.300000  ,0.400000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2600 Index",0,9,"01/20/2017",2600.000000  ,0.050000  ,0.150000  ,0.250000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2650 Index",0,9,"01/20/2017",2650.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2700 Index",0,9,"01/20/2017",2700.000000  ,0.200000  ,0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2750 Index",0,9,"01/20/2017",2750.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2800 Index",0,9,"01/20/2017",2800.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2850 Index",0,9,"01/20/2017",2850.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2900 Index",0,9,"01/20/2017",2900.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C2950 Index",0,9,"01/20/2017",2950.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C3000 Index",0,9,"01/20/2017",3000.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C3100 Index",0,9,"01/20/2017",3100.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C3200 Index",0,9,"01/20/2017",3200.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C3300 Index",0,9,"01/20/2017",3300.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C3400 Index",0,9,"01/20/2017",3400.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 C3500 Index",0,9,"01/20/2017",3500.000000  ,"N.A.",0.200000  ,0.200000  ,"Call",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P100 Index",0,9,"01/20/2017",100.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P200 Index",0,9,"01/20/2017",200.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P300 Index",0,9,"01/20/2017",300.000000  ,"N.A.",0.200000  ,0.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P400 Index",0,9,"01/20/2017",400.000000  ,0.100000  ,0.200000  ,0.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P500 Index",0,9,"01/20/2017",500.000000  ,0.400000  ,0.500000  ,0.600000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P550 Index",0,9,"01/20/2017",550.000000  ,0.600000  ,0.700000  ,0.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P600 Index",0,9,"01/20/2017",600.000000  ,0.900000  ,1.000000  ,1.100000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P650 Index",0,9,"01/20/2017",650.000000  ,1.200000  ,1.300000  ,1.400000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P700 Index",0,9,"01/20/2017",700.000000  ,1.600000  ,1.700000  ,1.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P750 Index",0,9,"01/20/2017",750.000000  ,2.050000  ,2.150000  ,2.250000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P800 Index",0,9,"01/20/2017",800.000000  ,2.600000  ,2.700000  ,2.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P825 Index",0,9,"01/20/2017",825.000000  ,2.900000  ,3.000000  ,3.100000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P850 Index",0,9,"01/20/2017",850.000000  ,3.300000  ,3.400000  ,3.500000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P875 Index",0,9,"01/20/2017",875.000000  ,3.700000  ,3.800000  ,3.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P900 Index",0,9,"01/20/2017",900.000000  ,4.100000  ,4.200000  ,4.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P925 Index",0,9,"01/20/2017",925.000000  ,4.500000  ,4.600000  ,4.700000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P950 Index",0,9,"01/20/2017",950.000000  ,5.000000  ,5.100000  ,5.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P975 Index",0,9,"01/20/2017",975.000000  ,5.500000  ,5.600000  ,5.700000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1000 Index",0,9,"01/20/2017",1000.000000  ,6.100000  ,6.200000  ,6.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1025 Index",0,9,"01/20/2017",1025.000000  ,6.700000  ,6.800000  ,6.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1050 Index",0,9,"01/20/2017",1050.000000  ,7.400000  ,7.500000  ,7.600000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1075 Index",0,9,"01/20/2017",1075.000000  ,8.200000  ,8.300000  ,8.400000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1100 Index",0,9,"01/20/2017",1100.000000  ,9.000000  ,9.100000  ,9.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1125 Index",0,9,"01/20/2017",1125.000000  ,9.800000  ,9.900000  ,10.000000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1150 Index",0,9,"01/20/2017",1150.000000  ,10.700000  ,10.800000  ,10.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1175 Index",0,9,"01/20/2017",1175.000000  ,11.700000  ,11.800000  ,11.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1200 Index",0,9,"01/20/2017",1200.000000  ,12.800000  ,12.900000  ,13.000000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1225 Index",0,9,"01/20/2017",1225.000000  ,14.000000  ,14.100000  ,14.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1250 Index",0,9,"01/20/2017",1250.000000  ,15.200000  ,15.300000  ,15.400000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1275 Index",0,9,"01/20/2017",1275.000000  ,16.600000  ,16.700000  ,16.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1300 Index",0,9,"01/20/2017",1300.000000  ,18.000000  ,18.100000  ,18.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1325 Index",0,9,"01/20/2017",1325.000000  ,19.600000  ,19.700000  ,19.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1350 Index",0,9,"01/20/2017",1350.000000  ,21.100000  ,21.350000  ,21.600000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1375 Index",0,9,"01/20/2017",1375.000000  ,22.800000  ,23.050000  ,23.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1400 Index",0,9,"01/20/2017",1400.000000  ,24.800000  ,25.050000  ,25.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1425 Index",0,9,"01/20/2017",1425.000000  ,26.800000  ,27.050000  ,27.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1450 Index",0,9,"01/20/2017",1450.000000  ,29.000000  ,29.250000  ,29.500000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1475 Index",0,9,"01/20/2017",1475.000000  ,31.400000  ,31.650000  ,31.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1500 Index",0,9,"01/20/2017",1500.000000  ,33.900000  ,34.150000  ,34.400000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1525 Index",0,9,"01/20/2017",1525.000000  ,36.600000  ,36.850000  ,37.100000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1550 Index",0,9,"01/20/2017",1550.000000  ,39.400000  ,39.650000  ,39.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1575 Index",0,9,"01/20/2017",1575.000000  ,42.500000  ,42.750000  ,43.000000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1600 Index",0,9,"01/20/2017",1600.000000  ,45.800000  ,46.050000  ,46.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1625 Index",0,9,"01/20/2017",1625.000000  ,49.300000  ,49.550000  ,49.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1650 Index",0,9,"01/20/2017",1650.000000  ,53.100000  ,53.350000  ,53.600000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1675 Index",0,9,"01/20/2017",1675.000000  ,57.100000  ,57.350000  ,57.600000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1700 Index",0,9,"01/20/2017",1700.000000  ,61.300000  ,61.550000  ,61.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1725 Index",0,9,"01/20/2017",1725.000000  ,65.900000  ,66.150000  ,66.400000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1750 Index",0,9,"01/20/2017",1750.000000  ,70.700000  ,70.950000  ,71.200000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1775 Index",0,9,"01/20/2017",1775.000000  ,75.900000  ,76.150000  ,76.400000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1800 Index",0,9,"01/20/2017",1800.000000  ,81.400000  ,81.650000  ,81.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1825 Index",0,9,"01/20/2017",1825.000000  ,87.300000  ,87.550000  ,87.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1850 Index",0,9,"01/20/2017",1850.000000  ,93.600000  ,93.850000  ,94.100000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1875 Index",0,9,"01/20/2017",1875.000000  ,100.200000  ,100.450000  ,100.700000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1900 Index",0,9,"01/20/2017",1900.000000  ,107.300000  ,107.550000  ,107.800000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1925 Index",0,9,"01/20/2017",1925.000000  ,114.800000  ,115.050000  ,115.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1950 Index",0,9,"01/20/2017",1950.000000  ,122.800000  ,123.050000  ,123.300000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P1975 Index",0,9,"01/20/2017",1975.000000  ,131.400000  ,131.650000  ,131.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P2000 Index",0,9,"01/20/2017",2000.000000  ,140.400000  ,140.650000  ,140.900000  ,"Put",385  ,"12/31/2015",386  ,
"SPX US 01/20/17 P2025 Index",0,9,"01/20/2017",2025.000000  ,150.000000  ,150.250000  ,150.500000  ,"Put",385  ,"12/31/2015",386  ,
